,lat,lon,speed,time,heading,cum_dist,cum_dist_pct,time_str,date_str
439,37.737263333,-89.183048333,61.33854000000001,2023-05-28 18:56:21+00:00,62.43,1.98,7.41,06:56:21 PM,"Sun, May 28 2023"
440,37.737401667,-89.182785,60.53322,2023-05-28 18:56:22+00:00,62.27,1.99,7.48,06:56:22 PM,"Sun, May 28 2023"
441,37.737526667,-89.182515,60.06345,2023-05-28 18:56:23+00:00,65.14,2.01,7.54,06:56:23 PM,"Sun, May 28 2023"
442,37.737651667,-89.182246667,60.309520000000006,2023-05-28 18:56:24+00:00,65.01,2.03,7.61,06:56:24 PM,"Sun, May 28 2023"
443,37.73777,-89.181975,60.645070000000004,2023-05-28 18:56:25+00:00,66.45,2.04,7.67,06:56:25 PM,"Sun, May 28 2023"
444,37.737885,-89.181696667,60.868770000000005,2023-05-28 18:56:26+00:00,67.54,2.06,7.74,06:56:26 PM,"Sun, May 28 2023"
445,37.737996667,-89.181418333,61.56224,2023-05-28 18:56:27+00:00,68.12,2.08,7.8,06:56:27 PM,"Sun, May 28 2023"
446,37.738106667,-89.181131667,62.25571,2023-05-28 18:56:28+00:00,68.99,2.1,7.87,06:56:28 PM,"Sun, May 28 2023"
447,37.738206667,-89.180833333,62.83733,2023-05-28 18:56:29+00:00,71.46,2.11,7.93,06:56:29 PM,"Sun, May 28 2023"
448,37.738305,-89.180535,62.83733,2023-05-28 18:56:30+00:00,71.74,2.13,8.0,06:56:30 PM,"Sun, May 28 2023"
449,37.738403333,-89.180235,62.72548,2023-05-28 18:56:31+00:00,71.84,2.15,8.06,06:56:31 PM,"Sun, May 28 2023"
450,37.738491667,-89.179933333,63.06103,2023-05-28 18:56:32+00:00,73.67,2.17,8.13,06:56:32 PM,"Sun, May 28 2023"
451,37.738571667,-89.179623333,63.64265,2023-05-28 18:56:33+00:00,75.52,2.19,8.2,06:56:33 PM,"Sun, May 28 2023"
452,37.738653333,-89.17931,64.22427,2023-05-28 18:56:34+00:00,75.38,2.2,8.26,06:56:34 PM,"Sun, May 28 2023"
453,37.738733333,-89.178998333,64.89537,2023-05-28 18:56:35+00:00,75.59,2.22,8.33,06:56:35 PM,"Sun, May 28 2023"
454,37.73881,-89.178681667,64.89537,2023-05-28 18:56:36+00:00,76.38,2.24,8.4,06:56:36 PM,"Sun, May 28 2023"
455,37.73889,-89.178363333,65.25329,2023-05-28 18:56:37+00:00,75.88,2.26,8.47,06:56:37 PM,"Sun, May 28 2023"
456,37.738968333,-89.178048333,64.67167,2023-05-28 18:56:38+00:00,76.02,2.28,8.54,06:56:38 PM,"Sun, May 28 2023"
457,37.739048333,-89.177733333,64.11242,2023-05-28 18:56:39+00:00,75.74,2.29,8.6,06:56:39 PM,"Sun, May 28 2023"
458,37.739123333,-89.177423333,63.06103,2023-05-28 18:56:40+00:00,76.39,2.31,8.67,06:56:40 PM,"Sun, May 28 2023"
459,37.739195,-89.177121667,62.143860000000004,2023-05-28 18:56:41+00:00,76.63,2.33,8.74,06:56:41 PM,"Sun, May 28 2023"
460,37.739263333,-89.176823333,62.143860000000004,2023-05-28 18:56:42+00:00,77.09,2.35,8.8,06:56:42 PM,"Sun, May 28 2023"
461,37.739338333,-89.176523333,62.03201000000001,2023-05-28 18:56:43+00:00,75.95,2.36,8.86,06:56:43 PM,"Sun, May 28 2023"
462,37.739413333,-89.176226667,62.949180000000005,2023-05-28 18:56:44+00:00,75.8,2.38,8.93,06:56:44 PM,"Sun, May 28 2023"
463,37.739488333,-89.175918333,62.36756,2023-05-28 18:56:45+00:00,76.32,2.4,8.99,06:56:45 PM,"Sun, May 28 2023"
464,37.739561667,-89.175611667,62.143860000000004,2023-05-28 18:56:46+00:00,76.54,2.41,9.06,06:56:46 PM,"Sun, May 28 2023"
465,37.739636667,-89.175305,61.785940000000004,2023-05-28 18:56:47+00:00,76.25,2.43,9.13,06:56:47 PM,"Sun, May 28 2023"
466,37.739711667,-89.174995,61.92016,2023-05-28 18:56:48+00:00,76.39,2.45,9.19,06:56:48 PM,"Sun, May 28 2023"
467,37.73979,-89.174688333,62.47941,2023-05-28 18:56:49+00:00,75.66,2.47,9.26,06:56:49 PM,"Sun, May 28 2023"
468,37.739865,-89.174381667,63.06103,2023-05-28 18:56:50+00:00,76.25,2.49,9.32,06:56:50 PM,"Sun, May 28 2023"
469,37.739938333,-89.174073333,62.72548,2023-05-28 18:56:51+00:00,76.61,2.5,9.39,06:56:51 PM,"Sun, May 28 2023"
470,37.740006667,-89.173766667,62.47941,2023-05-28 18:56:52+00:00,77.43,2.52,9.45,06:56:52 PM,"Sun, May 28 2023"
471,37.74007,-89.17346,62.61363,2023-05-28 18:56:53+00:00,78.32,2.54,9.52,06:56:53 PM,"Sun, May 28 2023"
472,37.740138333,-89.173151667,62.72548,2023-05-28 18:56:54+00:00,77.49,2.56,9.59,06:56:54 PM,"Sun, May 28 2023"
473,37.740208333,-89.172848333,62.72548,2023-05-28 18:56:55+00:00,76.99,2.57,9.65,06:56:55 PM,"Sun, May 28 2023"
474,37.740281667,-89.172546667,61.67409000000001,2023-05-28 18:56:56+00:00,76.33,2.59,9.71,06:56:56 PM,"Sun, May 28 2023"
475,37.740356667,-89.172256667,61.226690000000005,2023-05-28 18:56:57+00:00,75.49,2.61,9.78,06:56:57 PM,"Sun, May 28 2023"
476,37.740438333,-89.171958333,61.33854000000001,2023-05-28 18:56:58+00:00,74.68,2.62,9.84,06:56:58 PM,"Sun, May 28 2023"
477,37.740511667,-89.171671667,62.143860000000004,2023-05-28 18:56:59+00:00,75.64,2.64,9.9,06:56:59 PM,"Sun, May 28 2023"
478,37.740586667,-89.171365,62.03201000000001,2023-05-28 18:57:00+00:00,76.25,2.66,9.97,06:57:00 PM,"Sun, May 28 2023"
479,37.740661667,-89.171065,61.45039,2023-05-28 18:57:01+00:00,75.95,2.67,10.03,06:57:01 PM,"Sun, May 28 2023"
480,37.740731667,-89.170761667,61.33854000000001,2023-05-28 18:57:02+00:00,76.99,2.69,10.1,06:57:02 PM,"Sun, May 28 2023"
481,37.740795,-89.170465,60.645070000000004,2023-05-28 18:57:03+00:00,77.94,2.71,10.16,06:57:03 PM,"Sun, May 28 2023"
482,37.74086,-89.170176667,61.226690000000005,2023-05-28 18:57:04+00:00,77.28,2.73,10.22,06:57:04 PM,"Sun, May 28 2023"
483,37.740931667,-89.169881667,60.53322,2023-05-28 18:57:05+00:00,76.33,2.74,10.29,06:57:05 PM,"Sun, May 28 2023"
484,37.741001667,-89.169585,59.36998,2023-05-28 18:57:06+00:00,76.71,2.76,10.35,06:57:06 PM,"Sun, May 28 2023"
485,37.741073333,-89.169303333,58.587030000000006,2023-05-28 18:57:07+00:00,75.71,2.78,10.41,06:57:07 PM,"Sun, May 28 2023"
486,37.741141667,-89.169036667,57.75934,2023-05-28 18:57:08+00:00,75.61,2.79,10.47,06:57:08 PM,"Sun, May 28 2023"
487,37.741205,-89.168768333,56.84217,2023-05-28 18:57:09+00:00,76.71,2.81,10.53,06:57:09 PM,"Sun, May 28 2023"
488,37.741271667,-89.1685,55.701299999999996,2023-05-28 18:57:10+00:00,76.04,2.82,10.58,06:57:10 PM,"Sun, May 28 2023"
489,37.74134,-89.168231667,53.73274,2023-05-28 18:57:11+00:00,75.7,2.84,10.64,06:57:11 PM,"Sun, May 28 2023"
490,37.74141,-89.167983333,52.36817,2023-05-28 18:57:12+00:00,74.24,2.85,10.7,06:57:12 PM,"Sun, May 28 2023"
491,37.741468333,-89.167746667,51.204930000000004,2023-05-28 18:57:13+00:00,76.14,2.86,10.75,06:57:13 PM,"Sun, May 28 2023"
492,37.74153,-89.167498333,50.39961,2023-05-28 18:57:14+00:00,76.04,2.88,10.8,06:57:14 PM,"Sun, May 28 2023"
493,37.74159,-89.167278333,49.25874,2023-05-28 18:57:15+00:00,74.73,2.89,10.85,06:57:15 PM,"Sun, May 28 2023"
494,37.74165,-89.16704,49.14689,2023-05-28 18:57:16+00:00,75.86,2.91,10.9,06:57:16 PM,"Sun, May 28 2023"
495,37.741706667,-89.166801667,48.341570000000004,2023-05-28 18:57:17+00:00,76.61,2.92,10.95,06:57:17 PM,"Sun, May 28 2023"
496,37.741766667,-89.166596667,47.06648,2023-05-28 18:57:18+00:00,73.67,2.93,10.99,06:57:18 PM,"Sun, May 28 2023"
497,37.741821667,-89.166368333,46.261160000000004,2023-05-28 18:57:19+00:00,76.44,2.94,11.04,06:57:19 PM,"Sun, May 28 2023"
498,37.741876667,-89.166146667,45.567690000000006,2023-05-28 18:57:20+00:00,76.05,2.96,11.09,06:57:20 PM,"Sun, May 28 2023"
499,37.74193,-89.165928333,45.23214,2023-05-28 18:57:21+00:00,76.26,2.97,11.14,06:57:21 PM,"Sun, May 28 2023"
500,37.741983333,-89.165708333,44.87422,2023-05-28 18:57:22+00:00,76.36,2.98,11.19,06:57:22 PM,"Sun, May 28 2023"
501,37.742035,-89.165493333,46.037459999999996,2023-05-28 18:57:23+00:00,76.48,2.99,11.23,06:57:23 PM,"Sun, May 28 2023"
502,37.74209,-89.165271667,46.842780000000005,2023-05-28 18:57:24+00:00,76.05,3.01,11.28,06:57:24 PM,"Sun, May 28 2023"
503,37.742146667,-89.165055,46.842780000000005,2023-05-28 18:57:25+00:00,75.33,3.02,11.33,06:57:25 PM,"Sun, May 28 2023"
504,37.742203333,-89.164826667,46.842780000000005,2023-05-28 18:57:26+00:00,76.05,3.03,11.37,06:57:26 PM,"Sun, May 28 2023"
505,37.74226,-89.16461,46.619080000000004,2023-05-28 18:57:27+00:00,75.33,3.04,11.42,06:57:27 PM,"Sun, May 28 2023"
506,37.742315,-89.164383333,47.40203,2023-05-28 18:57:28+00:00,76.35,3.06,11.47,06:57:28 PM,"Sun, May 28 2023"
507,37.74237,-89.164156667,48.22972,2023-05-28 18:57:29+00:00,76.35,3.07,11.52,06:57:29 PM,"Sun, May 28 2023"
508,37.742428333,-89.163913333,48.78897,2023-05-28 18:57:30+00:00,76.51,3.08,11.57,06:57:30 PM,"Sun, May 28 2023"
509,37.742486667,-89.16368,49.03504000000001,2023-05-28 18:57:31+00:00,75.95,3.1,11.62,06:57:31 PM,"Sun, May 28 2023"
510,37.742545,-89.163441667,49.482440000000004,2023-05-28 18:57:32+00:00,76.23,3.11,11.67,06:57:32 PM,"Sun, May 28 2023"
511,37.742603333,-89.163215,49.81799,2023-05-28 18:57:33+00:00,75.55,3.12,11.72,06:57:33 PM,"Sun, May 28 2023"
512,37.742661667,-89.162973333,50.06406,2023-05-28 18:57:34+00:00,76.42,3.14,11.77,06:57:34 PM,"Sun, May 28 2023"
513,37.742718333,-89.162725,50.17591,2023-05-28 18:57:35+00:00,77.13,3.15,11.83,06:57:35 PM,"Sun, May 28 2023"
514,37.742776667,-89.162471667,50.645680000000006,2023-05-28 18:57:36+00:00,77.02,3.17,11.88,06:57:36 PM,"Sun, May 28 2023"
515,37.742835,-89.162226667,50.981230000000004,2023-05-28 18:57:37+00:00,76.59,3.18,11.93,06:57:37 PM,"Sun, May 28 2023"
516,37.742891667,-89.161976667,51.204930000000004,2023-05-28 18:57:38+00:00,77.22,3.2,11.99,06:57:38 PM,"Sun, May 28 2023"
517,37.742948333,-89.161723333,51.8984,2023-05-28 18:57:39+00:00,77.38,3.21,12.04,06:57:39 PM,"Sun, May 28 2023"
518,37.743006667,-89.161461667,52.25632,2023-05-28 18:57:40+00:00,77.42,3.22,12.1,06:57:40 PM,"Sun, May 28 2023"
519,37.743066667,-89.16121,52.81557,2023-05-28 18:57:41+00:00,76.58,3.24,12.15,06:57:41 PM,"Sun, May 28 2023"
520,37.743131667,-89.16095,53.73274,2023-05-28 18:57:42+00:00,75.95,3.25,12.21,06:57:42 PM,"Sun, May 28 2023"
521,37.743193333,-89.160686667,55.007830000000006,2023-05-28 18:57:43+00:00,76.81,3.27,12.26,06:57:43 PM,"Sun, May 28 2023"
522,37.74325,-89.160418333,56.03685,2023-05-28 18:57:44+00:00,78.06,3.28,12.32,06:57:44 PM,"Sun, May 28 2023"
523,37.743308333,-89.16014,56.61847,2023-05-28 18:57:45+00:00,78.15,3.3,12.38,06:57:45 PM,"Sun, May 28 2023"
524,37.743368333,-89.159856667,57.75934,2023-05-28 18:57:46+00:00,78.03,3.32,12.44,06:57:46 PM,"Sun, May 28 2023"
525,37.743428333,-89.159566667,58.340959999999995,2023-05-28 18:57:47+00:00,78.3,3.33,12.5,06:57:47 PM,"Sun, May 28 2023"
526,37.743486667,-89.15928,58.81073,2023-05-28 18:57:48+00:00,78.49,3.35,12.56,06:57:48 PM,"Sun, May 28 2023"
527,37.743545,-89.15899,58.587030000000006,2023-05-28 18:57:49+00:00,78.62,3.36,12.62,06:57:49 PM,"Sun, May 28 2023"
528,37.743601667,-89.158701667,58.587030000000006,2023-05-28 18:57:50+00:00,78.87,3.38,12.68,06:57:50 PM,"Sun, May 28 2023"
529,37.743656667,-89.158416667,57.53564,2023-05-28 18:57:51+00:00,79.07,3.4,12.74,06:57:51 PM,"Sun, May 28 2023"
530,37.74371,-89.158131667,57.66986000000001,2023-05-28 18:57:52+00:00,79.39,3.41,12.8,06:57:52 PM,"Sun, May 28 2023"
531,37.743761667,-89.15785,58.005410000000005,2023-05-28 18:57:53+00:00,79.6,3.43,12.86,06:57:53 PM,"Sun, May 28 2023"
532,37.743815,-89.157563333,58.005410000000005,2023-05-28 18:57:54+00:00,79.45,3.44,12.92,06:57:54 PM,"Sun, May 28 2023"
533,37.743866667,-89.157276667,57.75934,2023-05-28 18:57:55+00:00,79.77,3.46,12.98,06:57:55 PM,"Sun, May 28 2023"
534,37.743916667,-89.15699,56.84217,2023-05-28 18:57:56+00:00,80.1,3.48,13.04,06:57:56 PM,"Sun, May 28 2023"
535,37.743966667,-89.156706667,56.61847,2023-05-28 18:57:57+00:00,79.98,3.49,13.1,06:57:57 PM,"Sun, May 28 2023"
536,37.744008333,-89.156428333,56.73032,2023-05-28 18:57:58+00:00,81.48,3.51,13.16,06:57:58 PM,"Sun, May 28 2023"
537,37.744053333,-89.156143333,57.08824,2023-05-28 18:57:59+00:00,81.02,3.52,13.22,06:57:59 PM,"Sun, May 28 2023"
538,37.744096667,-89.155858333,57.08824,2023-05-28 18:58:00+00:00,81.35,3.54,13.28,06:58:00 PM,"Sun, May 28 2023"
539,37.74413,-89.15557,56.95402000000001,2023-05-28 18:58:01+00:00,83.4,3.56,13.34,06:58:01 PM,"Sun, May 28 2023"
540,37.744163333,-89.155283333,57.08824,2023-05-28 18:58:02+00:00,83.36,3.57,13.4,06:58:02 PM,"Sun, May 28 2023"
541,37.744193333,-89.154996667,57.31194000000001,2023-05-28 18:58:03+00:00,84.02,3.59,13.46,06:58:03 PM,"Sun, May 28 2023"
542,37.744228333,-89.154715,57.66986000000001,2023-05-28 18:58:04+00:00,82.91,3.6,13.52,06:58:04 PM,"Sun, May 28 2023"
543,37.744263333,-89.154426667,57.89356,2023-05-28 18:58:05+00:00,83.07,3.62,13.58,06:58:05 PM,"Sun, May 28 2023"
544,37.744296667,-89.154138333,57.08824,2023-05-28 18:58:06+00:00,83.4,3.64,13.64,06:58:06 PM,"Sun, May 28 2023"
545,37.744331667,-89.153851667,56.84217,2023-05-28 18:58:07+00:00,83.03,3.65,13.7,06:58:07 PM,"Sun, May 28 2023"
546,37.744366667,-89.153565,56.73032,2023-05-28 18:58:08+00:00,83.03,3.67,13.76,06:58:08 PM,"Sun, May 28 2023"
547,37.744401667,-89.153295,56.39477,2023-05-28 18:58:09+00:00,82.61,3.68,13.81,06:58:09 PM,"Sun, May 28 2023"
548,37.744431667,-89.153018333,55.701299999999996,2023-05-28 18:58:10+00:00,83.8,3.7,13.87,06:58:10 PM,"Sun, May 28 2023"
549,37.744463333,-89.152745,54.67228000000001,2023-05-28 18:58:11+00:00,83.38,3.71,13.93,06:58:11 PM,"Sun, May 28 2023"
550,37.744493333,-89.152473333,54.31436000000001,2023-05-28 18:58:12+00:00,83.69,3.73,13.98,06:58:12 PM,"Sun, May 28 2023"
551,37.744521667,-89.1522,54.202510000000004,2023-05-28 18:58:13+00:00,84.08,3.74,14.04,06:58:13 PM,"Sun, May 28 2023"
552,37.744548333,-89.151926667,54.53806,2023-05-28 18:58:14+00:00,84.42,3.76,14.09,06:58:14 PM,"Sun, May 28 2023"
553,37.744578333,-89.151648333,54.42621,2023-05-28 18:58:15+00:00,83.84,3.77,14.15,06:58:15 PM,"Sun, May 28 2023"
554,37.744598333,-89.151373333,53.844590000000004,2023-05-28 18:58:16+00:00,85.84,3.79,14.21,06:58:16 PM,"Sun, May 28 2023"
555,37.744623333,-89.151098333,53.39719,2023-05-28 18:58:17+00:00,84.8,3.8,14.27,06:58:17 PM,"Sun, May 28 2023"
556,37.744645,-89.150825,53.285340000000005,2023-05-28 18:58:18+00:00,85.46,3.82,14.32,06:58:18 PM,"Sun, May 28 2023"
557,37.744663333,-89.150563333,52.81557,2023-05-28 18:58:19+00:00,85.99,3.83,14.38,06:58:19 PM,"Sun, May 28 2023"
558,37.744685,-89.150296667,52.59187000000001,2023-05-28 18:58:20+00:00,85.35,3.85,14.43,06:58:20 PM,"Sun, May 28 2023"
559,37.744703333,-89.150025,52.01025,2023-05-28 18:58:21+00:00,86.13,3.86,14.49,06:58:21 PM,"Sun, May 28 2023"
560,37.744723333,-89.149758333,51.67470000000001,2023-05-28 18:58:22+00:00,85.71,3.88,14.54,06:58:22 PM,"Sun, May 28 2023"
561,37.744738333,-89.149498333,50.75753,2023-05-28 18:58:23+00:00,86.69,3.89,14.59,06:58:23 PM,"Sun, May 28 2023"
562,37.744755,-89.149241667,48.22972,2023-05-28 18:58:24+00:00,86.28,3.9,14.65,06:58:24 PM,"Sun, May 28 2023"
563,37.744763333,-89.14902,45.120290000000004,2023-05-28 18:58:25+00:00,87.84,3.92,14.69,06:58:25 PM,"Sun, May 28 2023"
564,37.744771667,-89.14881,42.12271,2023-05-28 18:58:26+00:00,87.72,3.93,14.74,06:58:26 PM,"Sun, May 28 2023"
565,37.744783333,-89.148596667,39.8186,2023-05-28 18:58:27+00:00,86.87,3.94,14.78,06:58:27 PM,"Sun, May 28 2023"
566,37.7448,-89.14842,37.29079000000001,2023-05-28 18:58:28+00:00,84.6,3.95,14.82,06:58:28 PM,"Sun, May 28 2023"
567,37.74481,-89.14823,35.792,2023-05-28 18:58:29+00:00,86.98,3.96,14.86,06:58:29 PM,"Sun, May 28 2023"
568,37.744815,-89.148068333,33.26419,2023-05-28 18:58:30+00:00,88.23,3.97,14.89,06:58:30 PM,"Sun, May 28 2023"
569,37.744826667,-89.147913333,31.071930000000002,2023-05-28 18:58:31+00:00,85.69,3.98,14.92,06:58:31 PM,"Sun, May 28 2023"
570,37.744835,-89.147756667,28.87967,2023-05-28 18:58:32+00:00,86.95,3.99,14.95,06:58:32 PM,"Sun, May 28 2023"
571,37.74484,-89.147625,26.463710000000003,2023-05-28 18:58:33+00:00,87.82,3.99,14.98,06:58:33 PM,"Sun, May 28 2023"
572,37.744846667,-89.147491667,23.7122,2023-05-28 18:58:34+00:00,87.13,4.0,15.01,06:58:34 PM,"Sun, May 28 2023"
573,37.744846667,-89.147393333,21.29624,2023-05-28 18:58:35+00:00,90.0,4.01,15.03,06:58:35 PM,"Sun, May 28 2023"
574,37.744851667,-89.147305,18.992130000000003,2023-05-28 18:58:36+00:00,86.76,4.01,15.05,06:58:36 PM,"Sun, May 28 2023"
575,37.744845,-89.147218333,18.992130000000003,2023-05-28 18:58:37+00:00,94.4,4.02,15.06,06:58:37 PM,"Sun, May 28 2023"
576,37.744843333,-89.14713,20.602770000000003,2023-05-28 18:58:38+00:00,91.08,4.02,15.08,06:58:38 PM,"Sun, May 28 2023"
577,37.744848333,-89.147016667,22.101560000000003,2023-05-28 18:58:39+00:00,87.47,4.03,15.11,06:58:39 PM,"Sun, May 28 2023"
578,37.74485,-89.146911667,23.600350000000002,2023-05-28 18:58:40+00:00,89.09,4.03,15.13,06:58:40 PM,"Sun, May 28 2023"
579,37.744853333,-89.146786667,24.964920000000003,2023-05-28 18:58:41+00:00,88.47,4.04,15.15,06:58:41 PM,"Sun, May 28 2023"
580,37.744856667,-89.146653333,26.821630000000003,2023-05-28 18:58:42+00:00,88.57,4.05,15.18,06:58:42 PM,"Sun, May 28 2023"
581,37.744865,-89.146511667,28.432270000000003,2023-05-28 18:58:43+00:00,86.63,4.05,15.21,06:58:43 PM,"Sun, May 28 2023"
582,37.744866667,-89.146363333,30.04291,2023-05-28 18:58:44+00:00,89.36,4.06,15.24,06:58:44 PM,"Sun, May 28 2023"
583,37.744861667,-89.14621,32.235170000000004,2023-05-28 18:58:45+00:00,91.87,4.07,15.27,06:58:45 PM,"Sun, May 28 2023"
584,37.744861667,-89.146033333,34.29321,2023-05-28 18:58:46+00:00,90.0,4.08,15.31,06:58:46 PM,"Sun, May 28 2023"
585,37.744861667,-89.145855,35.903850000000006,2023-05-28 18:58:47+00:00,90.0,4.09,15.34,06:58:47 PM,"Sun, May 28 2023"
586,37.744861667,-89.145661667,37.984260000000006,2023-05-28 18:58:48+00:00,90.0,4.1,15.38,06:58:48 PM,"Sun, May 28 2023"
587,37.744865,-89.145468333,39.34883,2023-05-28 18:58:49+00:00,89.01,4.11,15.42,06:58:49 PM,"Sun, May 28 2023"
588,37.744866667,-89.145266667,40.847620000000006,2023-05-28 18:58:50+00:00,89.53,4.12,15.46,06:58:50 PM,"Sun, May 28 2023"
589,37.744875,-89.145058333,41.65294,2023-05-28 18:58:51+00:00,87.71,4.13,15.51,06:58:51 PM,"Sun, May 28 2023"
590,37.744881667,-89.144848333,43.37543,2023-05-28 18:58:52+00:00,88.18,4.15,15.55,06:58:52 PM,"Sun, May 28 2023"
591,37.744886667,-89.144621667,45.23214,2023-05-28 18:58:53+00:00,88.73,4.16,15.6,06:58:53 PM,"Sun, May 28 2023"
592,37.744886667,-89.144393333,47.17833,2023-05-28 18:58:54+00:00,90.0,4.17,15.64,06:58:54 PM,"Sun, May 28 2023"
593,37.744883333,-89.14416,47.8718,2023-05-28 18:58:55+00:00,90.82,4.18,15.69,06:58:55 PM,"Sun, May 28 2023"
594,37.744883333,-89.143916667,47.40203,2023-05-28 18:58:56+00:00,90.0,4.2,15.74,06:58:56 PM,"Sun, May 28 2023"
595,37.74488,-89.14367,49.03504000000001,2023-05-28 18:58:57+00:00,90.77,4.21,15.79,06:58:57 PM,"Sun, May 28 2023"
596,37.744883333,-89.14341,50.51146,2023-05-28 18:58:58+00:00,89.26,4.22,15.84,06:58:58 PM,"Sun, May 28 2023"
597,37.744881667,-89.14315,50.981230000000004,2023-05-28 18:58:59+00:00,90.37,4.24,15.9,06:58:59 PM,"Sun, May 28 2023"
598,37.744883333,-89.14289,51.31678000000001,2023-05-28 18:59:00+00:00,89.63,4.25,15.95,06:59:00 PM,"Sun, May 28 2023"
599,37.744885,-89.142628333,51.31678000000001,2023-05-28 18:59:01+00:00,89.63,4.27,16.01,06:59:01 PM,"Sun, May 28 2023"
600,37.744888333,-89.142366667,52.48002,2023-05-28 18:59:02+00:00,89.27,4.28,16.06,06:59:02 PM,"Sun, May 28 2023"
601,37.744885,-89.142095,52.48002,2023-05-28 18:59:03+00:00,90.7,4.3,16.11,06:59:03 PM,"Sun, May 28 2023"
602,37.744885,-89.141826667,52.48002,2023-05-28 18:59:04+00:00,90.0,4.31,16.17,06:59:04 PM,"Sun, May 28 2023"
603,37.744885,-89.14156,52.59187000000001,2023-05-28 18:59:05+00:00,90.0,4.32,16.22,06:59:05 PM,"Sun, May 28 2023"
604,37.744886667,-89.141286667,52.927420000000005,2023-05-28 18:59:06+00:00,89.65,4.34,16.28,06:59:06 PM,"Sun, May 28 2023"
605,37.744888333,-89.141016667,52.59187000000001,2023-05-28 18:59:07+00:00,89.65,4.35,16.34,06:59:07 PM,"Sun, May 28 2023"
606,37.744886667,-89.14075,53.06164,2023-05-28 18:59:08+00:00,90.36,4.37,16.39,06:59:08 PM,"Sun, May 28 2023"
607,37.744888333,-89.140481667,53.62089,2023-05-28 18:59:09+00:00,89.64,4.38,16.45,06:59:09 PM,"Sun, May 28 2023"
608,37.744886667,-89.140208333,54.09066,2023-05-28 18:59:10+00:00,90.35,4.4,16.5,06:59:10 PM,"Sun, May 28 2023"
609,37.744883333,-89.139938333,53.509040000000006,2023-05-28 18:59:11+00:00,90.71,4.41,16.56,06:59:11 PM,"Sun, May 28 2023"
610,37.744883333,-89.139668333,53.509040000000006,2023-05-28 18:59:12+00:00,90.0,4.43,16.61,06:59:12 PM,"Sun, May 28 2023"
611,37.744883333,-89.139396667,53.509040000000006,2023-05-28 18:59:13+00:00,90.0,4.44,16.67,06:59:13 PM,"Sun, May 28 2023"
612,37.744885,-89.139115,53.73274,2023-05-28 18:59:14+00:00,89.66,4.46,16.73,06:59:14 PM,"Sun, May 28 2023"
613,37.744883333,-89.138828333,54.67228000000001,2023-05-28 18:59:15+00:00,90.33,4.47,16.78,06:59:15 PM,"Sun, May 28 2023"
614,37.74489,-89.138553333,54.89598,2023-05-28 18:59:16+00:00,88.61,4.49,16.84,06:59:16 PM,"Sun, May 28 2023"
615,37.74489,-89.138261667,56.17107,2023-05-28 18:59:17+00:00,90.0,4.51,16.9,06:59:17 PM,"Sun, May 28 2023"
616,37.74489,-89.137976667,56.506620000000005,2023-05-28 18:59:18+00:00,90.0,4.52,16.96,06:59:18 PM,"Sun, May 28 2023"
617,37.744885,-89.137693333,56.95402000000001,2023-05-28 18:59:19+00:00,91.01,4.54,17.02,06:59:19 PM,"Sun, May 28 2023"
618,37.744885,-89.137401667,57.53564,2023-05-28 18:59:20+00:00,90.0,4.55,17.08,06:59:20 PM,"Sun, May 28 2023"
619,37.744886667,-89.137105,57.75934,2023-05-28 18:59:21+00:00,89.68,4.57,17.14,06:59:21 PM,"Sun, May 28 2023"
620,37.744893333,-89.136808333,58.587030000000006,2023-05-28 18:59:22+00:00,88.71,4.58,17.2,06:59:22 PM,"Sun, May 28 2023"
621,37.744903333,-89.13651,59.03443,2023-05-28 18:59:23+00:00,88.08,4.6,17.26,06:59:23 PM,"Sun, May 28 2023"
622,37.744911667,-89.136205,59.146280000000004,2023-05-28 18:59:24+00:00,88.43,4.62,17.32,06:59:24 PM,"Sun, May 28 2023"
623,37.744925,-89.135915,59.03443,2023-05-28 18:59:25+00:00,87.36,4.63,17.38,06:59:25 PM,"Sun, May 28 2023"
624,37.744928333,-89.135616667,59.951600000000006,2023-05-28 18:59:26+00:00,89.36,4.65,17.44,06:59:26 PM,"Sun, May 28 2023"
625,37.744928333,-89.135308333,60.309520000000006,2023-05-28 18:59:27+00:00,90.0,4.67,17.51,06:59:27 PM,"Sun, May 28 2023"
626,37.74494,-89.135,59.7279,2023-05-28 18:59:28+00:00,87.83,4.68,17.57,06:59:28 PM,"Sun, May 28 2023"
627,37.744943333,-89.134695,59.36998,2023-05-28 18:59:29+00:00,89.37,4.7,17.63,06:59:29 PM,"Sun, May 28 2023"
628,37.74495,-89.134395,58.69888,2023-05-28 18:59:30+00:00,88.73,4.72,17.69,06:59:30 PM,"Sun, May 28 2023"
629,37.744955,-89.13411,57.53564,2023-05-28 18:59:31+00:00,88.99,4.73,17.75,06:59:31 PM,"Sun, May 28 2023"
630,37.74496,-89.133818333,57.423790000000004,2023-05-28 18:59:32+00:00,89.02,4.75,17.81,06:59:32 PM,"Sun, May 28 2023"
631,37.744956667,-89.133538333,57.20009,2023-05-28 18:59:33+00:00,90.68,4.76,17.87,06:59:33 PM,"Sun, May 28 2023"
632,37.744951667,-89.13326,56.73032,2023-05-28 18:59:34+00:00,91.03,4.78,17.93,06:59:34 PM,"Sun, May 28 2023"
